Id,House name,House place,House price,House introduction,room_count,min_area,max_area,avg_area,property_type,price_flag
1138,宋都橄榄墅,钱塘,25770.0,建筑面积：150000㎡,,,,,住宅,正常
1139,华立永通逸城,杭州周边,31762.0,别墅/建筑面积：207-240㎡,别墅,207.0,240.0,223.5,别墅,正常
1140,众安白马山庄,余杭,38111.0,2室/别墅/建筑面积：88-217㎡,2,88.0,217.0,152.5,别墅,正常
1141,云都凤凰城,桐庐县,16925.0,2室/3室/4室/建筑面积：88-210㎡,2,88.0,210.0,149.0,住宅,正常
1142,C·C·TOWN西溪堂,余杭,48760.0,商业/建筑面积：440㎡,商业,,,,商业,正常
1143,百骊府,杭州周边,17435.0,5室/建筑面积：192㎡,5,,,,住宅,正常
1144,远顺星公馆,临平,19500.0,商业/建筑面积：54㎡,商业,,,,商业,正常
1145,顺发一品江山,桐庐县,16925.0,3室/建筑面积：189-228㎡,3,189.0,228.0,208.5,住宅,正常
1146,天珀府,临平,28000.0,3室/4室/建筑面积：89-137㎡,3,89.0,137.0,113.0,住宅,正常
1147,中赢云际,滨江,40000.0,建筑面积：45㎡,,,,,住宅,正常
1148,南洋名都,临安,17743.0,3室/建筑面积：127㎡,3,,,,住宅,正常
1149,黄龙御玺,萧山,42667.0,商业/建筑面积：88.42-109.68㎡,商业,88.42,109.68,99.05000000000001,商业,正常
1150,光明逸品春江,富阳,25021.0,3室/建筑面积：96-101㎡,3,96.0,101.0,98.5,住宅,正常
1151,绿城乌镇雅园,杭州周边,16216.0,1室/2室/3室/建筑面积：56-140㎡,1,56.0,140.0,98.0,住宅,正常
1152,临江时代花苑,钱塘,18700.0,3室/4室/建筑面积：126-139㎡,3,126.0,139.0,132.5,住宅,正常
1153,远邦嘉裕天城,萧山,17260.0,建筑面积：138200㎡,,,,,住宅,正常
1154,恒鑫贤明府,杭州周边,11070.0,3室/建筑面积：115㎡,3,,,,住宅,正常
1155,通和十二橡树,临平,27242.0,别墅/建筑面积：200-260㎡,别墅,200.0,260.0,230.0,别墅,正常
1156,半岛国际·半岛壹号,滨江,66145.0,2室/3室/4室/建筑面积：76-317㎡,2,76.0,317.0,196.5,住宅,正常
1157,万科璞悦湾,滨江,38000.0,2室/3室/4室/建筑面积：90-130㎡,2,90.0,130.0,110.0,住宅,正常
1158,朗诗未来街区,临平,21400.0,2室/3室/建筑面积：68-114㎡,2,68.0,114.0,91.0,住宅,正常
1159,滨江万家名城,余杭,46887.0,3室/4室/建筑面积：89-139㎡,3,89.0,139.0,114.0,住宅,正常
1160,保利东湾,钱塘,32126.0,2室/3室/4室/建筑面积：77-212㎡,2,77.0,212.0,144.5,住宅,正常
1161,绿都金域兰庭,萧山,25356.0,2室/3室/建筑面积：85-128㎡,2,85.0,128.0,106.5,住宅,正常
1162,绿城蘭园,下城,57633.0,2室/3室/4室/商业/建筑面积：74-207㎡,2,74.0,207.0,140.5,商业,正常
1163,东方一品,萧山,48967.0,3室/4室/5室/建筑面积：160-270㎡,3,160.0,270.0,215.0,住宅,正常
1164,新城山语院,临平,21400.0,2室/3室/4室/建筑面积：70-138㎡,2,70.0,138.0,104.0,住宅,正常
1165,中天西城纪,西湖,52834.0,商业/建筑面积：33-65㎡,商业,33.0,65.0,49.0,商业,正常
1166,天乐浅隐山,萧山,15631.0,2室/3室/别墅/建筑面积：89-423㎡,2,89.0,423.0,256.0,别墅,正常
1167,绿城丽江公寓,上城,34203.0,2室/3室/4室/建筑面积：85-198㎡,2,85.0,198.0,141.5,住宅,正常
1168,中交悦西溪,余杭,50803.0,3室/4室/别墅/建筑面积：90-244㎡,3,90.0,244.0,167.0,别墅,正常
1169,朗诗田园绿郡,拱墅,36615.0,2室/3室/4室/建筑面积：88-199㎡,2,88.0,199.0,143.5,住宅,正常
1170,西溪蝶园,西湖,50703.0,1室/3室/4室/建筑面积：53-253㎡,1,53.0,253.0,153.0,住宅,正常
1171,嘉凯城名城公馆,拱墅,51937.0,3室/4室/5室/别墅/建筑面积：122-320㎡,3,122.0,320.0,221.0,别墅,正常
1172,融信蓝孔雀,拱墅,49817.0,2室/3室/建筑面积：72-107㎡,2,72.0,107.0,89.5,住宅,正常
1173,玲珑府?叮当,滨江,36800.0,商业/建筑面积：47-47㎡,商业,47.0,47.0,47.0,商业,正常
1174,滨江·金色黎明,上城,52306.0,3室/4室/建筑面积：87-173㎡,3,87.0,173.0,130.0,住宅,正常
1175,望江府,上城,68555.0,3室/4室/建筑面积：89-185㎡,3,89.0,185.0,137.0,住宅,正常
1176,玲珑府,滨江,53646.0,3室/5室/建筑面积：76-115㎡,3,76.0,115.0,95.5,住宅,正常
1177,大家运河之星,拱墅,35109.0,3室/建筑面积：80-89㎡,3,80.0,89.0,84.5,住宅,正常
1178,保亿丽景山,余杭,44156.0,3室/建筑面积：89-130㎡,3,89.0,130.0,109.5,住宅,正常
1179,万科公园大道,上城,51484.0,3室/建筑面积：90-132㎡,3,90.0,132.0,111.0,住宅,正常
1180,和达东东城,钱塘,28896.0,1室/2室/建筑面积：36-61㎡,1,36.0,61.0,48.5,住宅,正常
1181,盛奥西溪铭座,余杭,48187.0,商业/建筑面积：45-177㎡,商业,45.0,177.0,111.0,商业,正常
1182,同人精华大厦,西湖,51000.0,商业/建筑面积：30.79-53.06㎡,商业,30.79,53.06,41.925,商业,正常
1183,南北乐章,余杭,36198.0,2室/3室/4室/建筑面积：75-119㎡,2,75.0,119.0,97.0,住宅,正常
1184,滨江钱塘印象,上城,69241.0,3室/4室/建筑面积：166-259㎡,3,166.0,259.0,212.5,住宅,正常
1185,耀达金鼎阳光,余杭,24359.0,3室/4室/建筑面积：83-109㎡,3,83.0,109.0,96.0,住宅,正常
1186,华鼎君临天下城,临平,21400.0,1室/建筑面积：53-55㎡,1,53.0,55.0,54.0,住宅,正常
1187,泊悦府,余杭,44148.0,3室/建筑面积：88-150㎡,3,88.0,150.0,119.0,住宅,正常
1188,名城湖左岸,钱塘,32500.0,3室/4室/5室/建筑面积：89-139㎡,3,89.0,139.0,114.0,住宅,正常
1189,天翔憬天国际,萧山,27222.0,1室/建筑面积：43-56㎡,1,43.0,56.0,49.5,住宅,正常
1190,和达城,钱塘,28750.0,2室/3室/4室/商业/建筑面积：40-139㎡,2,40.0,139.0,89.5,商业,正常
1191,滨江紫金府,西湖,50852.0,3室/4室/别墅/建筑面积：89-330㎡,3,89.0,330.0,209.5,别墅,正常
1192,华门新西湖小镇,余杭,40564.0,2室/3室/建筑面积：74-137.24㎡,2,74.0,137.24,105.62,住宅,正常
1193,华元爱丁郡,余杭,52911.0,2室/3室/4室/建筑面积：89-163㎡,2,89.0,163.0,126.0,住宅,正常
1194,嘉里桦枫居,下城,40152.0,2室/3室/4室/建筑面积：84-139㎡,2,84.0,139.0,111.5,住宅,正常
1195,润和西溪郡,余杭,52212.0,3室/5室/别墅/建筑面积：88.67-380㎡,3,88.67,380.0,234.335,别墅,正常
1196,中豪七格,钱塘,30871.0,商业/建筑面积：45-50㎡,商业,45.0,50.0,47.5,商业,正常
1197,原筑壹号,上城,50056.0,1室/2室/建筑面积：74-81㎡,1,74.0,81.0,77.5,住宅,正常
1198,海威国际,滨江,62042.0,4室/建筑面积：159.46-171.25㎡,4,159.46,171.25,165.35500000000002,住宅,正常
1199,中粮云涛名苑,萧山,24377.0,2室/3室/5室/建筑面积：86-265㎡,2,86.0,265.0,175.5,住宅,正常
1200,云都美浓小镇,萧山,14979.0,2室/4室/别墅/建筑面积：59-330㎡,2,59.0,330.0,194.5,别墅,正常
1201,远洋擎峯,拱墅,54360.0,商业/建筑面积：46-90㎡,商业,46.0,90.0,68.0,商业,正常
1202,江南铭庭,滨江,47129.0,2室/3室/建筑面积：89-139㎡,2,89.0,139.0,114.0,住宅,正常
1203,冠宇隽园,上城,30900.0,2室/3室/建筑面积：80-135㎡,2,80.0,135.0,107.5,住宅,正常
1204,天邑国际,拱墅,52521.0,1室/建筑面积：40.12-83.8㎡,1,40.12,83.8,61.959999999999994,住宅,正常
1205,宜家时代,拱墅,52317.0,1室/2室/建筑面积：43.45-87.39㎡,1,43.45,87.39,65.42,住宅,正常
1206,滨江金色江南,萧山,33899.0,3室/4室/建筑面积：89-125㎡,3,89.0,125.0,107.0,住宅,正常
1207,桔子里,西湖,30933.0,商业/建筑面积：42-50㎡,商业,42.0,50.0,46.0,商业,正常
1208,Yhome公寓,余杭,25713.0,1室/建筑面积：50-50㎡,1,50.0,50.0,50.0,住宅,正常
1209,中海西溪华府,西湖,49688.0,2室/3室/建筑面积：90-90㎡,2,90.0,90.0,90.0,住宅,正常
1210,越秀星汇悦城,余杭,38688.0,3室/4室/建筑面积：85-115㎡,3,85.0,115.0,100.0,住宅,正常
1211,野风珑园,临平,28500.0,3室/4室/建筑面积：89-139.81㎡,3,89.0,139.81,114.405,住宅,正常
1212,城建锦昌年华,临平,23600.0,2室/3室/4室/建筑面积：63-152㎡,2,63.0,152.0,107.5,住宅,正常
1213,大家之江悦,西湖,29775.0,2室/3室/4室/建筑面积：89-186㎡,2,89.0,186.0,137.5,住宅,正常
1214,德信北海公园,拱墅,50272.0,2室/3室/4室/建筑面积：72-139㎡,2,72.0,139.0,105.5,住宅,正常
1215,五月花城,临平,25050.0,2室/3室/5室/建筑面积：89.77-239㎡,2,89.77,239.0,164.385,住宅,正常
1216,江南明城金座,萧山,43250.0,商业/建筑面积：36-117㎡,商业,36.0,117.0,76.5,商业,正常
1217,中港金岸提香,余杭,38873.0,2室/3室/建筑面积：72-128㎡,2,72.0,128.0,100.0,住宅,正常
1218,雅戈尔御西湖,西湖,58249.0,2室/3室/4室/建筑面积：90-189㎡,2,90.0,189.0,139.5,住宅,正常
1219,东和云第,滨江,38000.0,3室/4室/建筑面积：85-165㎡,3,85.0,165.0,125.0,住宅,正常
1220,云厦连园,滨江,54380.0,3室/4室/建筑面积：89-138㎡,3,89.0,138.0,113.5,住宅,正常
1221,禧福汇,上城,34203.0,1室/2室/3室/建筑面积：36.4-100.12㎡,1,36.4,100.12,68.26,住宅,正常
1222,绿城巧园,滨江,38000.0,2室/3室/建筑面积：89-135㎡,2,89.0,135.0,112.0,住宅,正常
1223,伟邦江南名都,桐庐县,16925.0,3室/4室/建筑面积：89.47-123.39㎡,3,89.47,123.39,106.43,住宅,正常
1224,华联钱塘公馆,上城,76561.0,建筑面积：62365㎡,,,,,住宅,正常
1225,富力西溪悦居,余杭,48249.0,3室/4室/建筑面积：89-139㎡,3,89.0,139.0,114.0,住宅,正常
1226,财富之星,杭州周边,13291.0,商业/建筑面积：36-36㎡,商业,36.0,36.0,36.0,商业,正常
1227,凯德龙湾,拱墅,52267.0,3室/4室/5室/建筑面积：160-300㎡,3,160.0,300.0,230.0,住宅,正常
1228,钱塘梧桐燕庐,西湖,29775.0,2室/4室/别墅/建筑面积：86-350㎡,2,86.0,350.0,218.0,别墅,正常
1229,广大逸品,临平,24140.0,2室/3室/4室/6室/建筑面积：89-240㎡,2,89.0,240.0,164.5,住宅,正常
1230,野风春晓,杭州周边,23864.0,2室/建筑面积：60-74㎡,2,60.0,74.0,67.0,住宅,正常
1231,野风秋雅,杭州周边,23864.0,2室/3室/4室/建筑面积：65-125㎡,2,65.0,125.0,95.0,住宅,正常
1232,绿城财通中心,钱塘,32500.0,1室/2室/建筑面积：42-106㎡,1,42.0,106.0,74.0,住宅,正常
1233,江湾绿苑,萧山,17260.0,2室/3室/4室/别墅/建筑面积：84-288㎡,2,84.0,288.0,186.0,别墅,正常
1234,西墅锦园,杭州周边,17498.0,2室/3室/4室/建筑面积：93.6-137㎡,2,93.6,137.0,115.3,住宅,正常
1235,华润翠庭,下城,44394.0,3室/建筑面积：89-130㎡,3,89.0,130.0,109.5,住宅,正常
1236,集美岸上蓝山,余杭,48596.0,2室/3室/4室/建筑面积：87.89-142㎡,2,87.89,142.0,114.945,住宅,正常
1237,金溪园,杭州周边,17498.0,2室/3室/4室/建筑面积：87.6-156.2㎡,2,87.6,156.2,121.89999999999999,住宅,正常
1238,青山湖81号,杭州周边,20362.0,1室/2室/3室/4室/5室/建筑面积：371.54-409.45㎡,1,371.54,409.45,390.495,住宅,正常
1239,恒安名座,萧山,42414.0,1室/2室/建筑面积：45-87㎡,1,45.0,87.0,66.0,住宅,正常
1240,中粮晓悦公馆,拱墅,52691.0,1室/2室/建筑面积：42-88㎡,1,42.0,88.0,65.0,住宅,正常
1241,天乐云都,萧山,15631.0,2室/3室/建筑面积：89-423㎡,2,89.0,423.0,256.0,住宅,正常
1242,理想四维理想家园,临平,23419.0,3室/4室/建筑面积：122-174㎡,3,122.0,174.0,148.0,住宅,正常
1243,万均九月庭院,上城,34203.0,2室/3室/6室/建筑面积：117-134㎡,2,117.0,134.0,125.5,住宅,正常
1244,中兴和园,滨江,50846.0,3室/5室/建筑面积：127.73-219.54㎡,3,127.73,219.54,173.635,住宅,正常
1245,滨江花园,桐庐县,16925.0,2室/3室/建筑面积：100-134㎡,2,100.0,134.0,117.0,住宅,正常
1246,杭州来福士广场,上城,81070.0,建筑面积：384868㎡,,,,,住宅,正常
1247,湖漫雅筑,滨江,43630.0,3室/4室/建筑面积：89.04-133.74㎡,3,89.04,133.74,111.39000000000001,住宅,正常
1248,檀溪别墅,杭州周边,18106.0,4室/别墅/建筑面积：270-465㎡,4,270.0,465.0,367.5,别墅,正常
1249,武林华府,拱墅,60705.0,2室/3室/建筑面积：73.21-122㎡,2,73.21,122.0,97.60499999999999,住宅,正常
1250,元丰庆春御府,上城,67798.0,3室/4室/建筑面积：170-250㎡,3,170.0,250.0,210.0,住宅,正常
1251,玉榕庄,余杭,44414.0,6室/别墅/建筑面积：300-395㎡,6,300.0,395.0,347.5,别墅,正常
1252,星桥桂花城,临平,25050.0,2室/3室/建筑面积：75-151㎡,2,75.0,151.0,113.0,住宅,正常
1253,复地又一城,临平,29996.0,2室/3室/4室/建筑面积：76.55-138.97㎡,2,76.55,138.97,107.75999999999999,住宅,正常
1254,嘉信九悦印象,临平,21400.0,2室/3室/4室/建筑面积：80-250㎡,2,80.0,250.0,165.0,住宅,正常
1255,水乡华庭,临平,23478.0,2室/3室/4室/建筑面积：82-182㎡,2,82.0,182.0,132.0,住宅,正常
1256,林之语,萧山,33899.0,2室/3室/建筑面积：73-137㎡,2,73.0,137.0,105.0,住宅,正常
1257,申瑞国际,拱墅,50491.0,1室/2室/3室/建筑面积：49-86㎡,1,49.0,86.0,67.5,住宅,正常
1258,秀水山居,杭州周边,24360.0,别墅/建筑面积：350㎡,别墅,,,,别墅,正常
1259,远洋心里,上城,47954.0,2室/3室/建筑面积：90-120㎡,2,90.0,120.0,105.0,住宅,正常
1260,万马樱花雅苑,杭州周边,17688.0,2室/3室/建筑面积：91-117㎡,2,91.0,117.0,104.0,住宅,正常
1261,万银国际,上城,63785.0,1室/建筑面积：53-70㎡,1,53.0,70.0,61.5,住宅,正常
1262,坤和求是里,西湖,58329.0,3室/4室/建筑面积：89-138㎡,3,89.0,138.0,113.5,住宅,正常
1263,中意名仕苑,临平,26034.0,2室/3室/5室/建筑面积：88-230㎡,2,88.0,230.0,159.0,住宅,正常
1264,万盛商贸城公寓,临平,21400.0,2室/建筑面积：50㎡,2,,,,住宅,正常
1265,广业金禾嘉园,杭州周边,17615.0,3室/建筑面积：88㎡,3,,,,住宅,正常
1266,双溪竹海雅苑,余杭,22197.0,3室/建筑面积：89㎡,3,,,,住宅,正常
1267,英冠水天城,萧山,33899.0,商业/建筑面积：440-440㎡,商业,440.0,440.0,440.0,商业,正常
1268,东城印象,上城,57483.0,2室/3室/4室/建筑面积：88.62-164.77㎡,2,88.62,164.77,126.69500000000001,住宅,正常
1269,嘉威江南水乡,桐庐县,16925.0,2室/3室/4室/5室/6室/建筑面积：81-256.24㎡,2,81.0,256.24,168.62,住宅,正常
1270,华盛达堂巢,余杭,32800.0,商业/建筑面积：40.8-92.4㎡,商业,40.8,92.4,66.6,商业,正常
1271,公元名家,杭州周边,21642.0,2室/3室/4室/建筑面积：85-180㎡,2,85.0,180.0,132.5,住宅,正常
1272,鸿茂八墅OCTVILLAS,富阳,31762.0,建筑面积：270000㎡,,,,,住宅,正常
1273,麦佳汇电子商务园,余杭,48494.0,1室/建筑面积：42.9-51.77㎡,1,42.9,51.77,47.335,住宅,正常
1274,江盛江南岸,钱塘,18700.0,3室/4室/建筑面积：89-158㎡,3,89.0,158.0,123.5,住宅,正常
1275,华业南岸晶都,滨江,52246.0,4室/5室/6室/建筑面积：209-263㎡,4,209.0,263.0,236.0,住宅,正常
1276,高尔夫小镇,西湖,37468.0,建筑面积：24464㎡,,,,,住宅,正常
1277,云溪竹境,临安,21917.0,建筑面积：128196㎡,,,,,住宅,正常
1278,众安恒隆广场,萧山,46134.0,建筑面积：140000㎡,,,,,住宅,正常
1279,紫金梦想广场,西湖,30933.0,建筑面积：50000㎡,,,,,住宅,正常
1280,璞玉公馆,上城,31500.0,建筑面积：350000㎡,,,,,住宅,正常
1281,万诚凰庭,萧山,14787.0,建筑面积：113358㎡,,,,,住宅,正常
1282,树兰昆源项目,临平,23967.0,建筑面积：99554㎡,,,,,住宅,正常
1283,孔雀城京杭上宸,杭州周边,15816.0,建筑面积：150000㎡,,,,,住宅,正常
1284,乐汇城,富阳,21642.0,建筑面积：102000㎡,,,,,住宅,正常
1285,世纪晶钻,萧山,54393.0,建筑面积：61390㎡,,,,,住宅,正常
1286,杭州新天地写字楼,拱墅,46179.0,建筑面积：3900-3900㎡,,3900.0,3900.0,3900.0,住宅,正常
1287,EFC欧美金融城,余杭,49701.0,建筑面积：2220-3799㎡,,2220.0,3799.0,3009.5,住宅,正常
1288,金久城市花园,桐庐县,15555.0,建筑面积：144289㎡,,,,,住宅,正常
1289,运河财富壹号,拱墅,25000.0,建筑面积：23824㎡,,,,,住宅,正常
1290,钱塘汇银中心,余杭,48249.0,建筑面积：670㎡,,,,,住宅,正常
1291,糖朝写字楼,萧山,46567.0,建筑面积：38.79-62.67㎡,,38.79,62.67,50.730000000000004,住宅,正常
1292,华成天地墅园,萧山,34338.0,建筑面积：63105㎡,,,,,住宅,正常
1293,润和亿城嘉园,下城,43138.0,建筑面积：100000㎡,,,,,住宅,正常
1294,临平华都广场,临平,26164.0,建筑面积：324-456㎡,,324.0,456.0,390.0,住宅,正常
1295,红街广场,上城,34203.0,建筑面积：80000㎡,,,,,住宅,正常
1296,新农都永泰名苑,萧山,51302.0,建筑面积：500000㎡,,,,,住宅,正常
1297,金禾嘉园,杭州周边,17615.0,建筑面积：47806㎡,,,,,住宅,正常
1298,吴越山庄,杭州周边,17957.0,建筑面积：150000㎡,,,,,住宅,正常
1299,凯旋公馆,桐庐县,15700.0,建筑面积：24000㎡,,,,,住宅,正常
1300,天悦时代,拱墅,44000.0,建筑面积：30000㎡,,,,,住宅,正常
1301,东方世贸城,萧山,38850.0,建筑面积：100188㎡,,,,,住宅,正常
1302,德信滨海广场,杭州周边,10650.0,建筑面积：43063㎡,,,,,住宅,正常
1303,绿城元福里,上城,75163.0,建筑面积：24986㎡,,,,,住宅,正常
1304,金水湾茗苑,桐庐县,11875.0,建筑面积：19330㎡,,,,,住宅,正常
1305,义蓬购物中心商铺,钱塘,24341.0,建筑面积：87854㎡,,,,,住宅,正常
1306,赞成中心,上城,5.0,建筑面积：89812㎡,,,,,住宅,住宅价格异常低
1307,金顺锦绣时代中心,余杭,42227.0,建筑面积：93152㎡,,,,,住宅,正常
1308,恒生科技园,余杭,49701.0,建筑面积：234000㎡,,,,,住宅,正常
1309,西溪新城市,余杭,26250.0,建筑面积：82882㎡,,,,,住宅,正常
1310,华润万象汇,萧山,46126.0,建筑面积：320000㎡,,,,,住宅,正常
1311,杭州港龙城,上城,54796.0,建筑面积：250000㎡,,,,,住宅,正常
1312,华联星光时代,滨江,61894.0,建筑面积：220000㎡,,,,,住宅,正常
1313,天达广场,上城,52115.0,建筑面积：99722㎡,,,,,住宅,正常
1314,合诚之江商务中心,西湖,36502.0,建筑面积：45798㎡,,,,,住宅,正常
1315,空港新天地商铺,萧山,18127.0,建筑面积：200000㎡,,,,,住宅,正常
1316,大象国际中心,萧山,36000.0,建筑面积：92941㎡,,,,,住宅,正常
1317,国泰科技大厦,萧山,36000.0,建筑面积：60000㎡,,,,,住宅,正常
1318,凯达商务大厦,上城,71599.0,建筑面积：47315㎡,,,,,住宅,正常
1319,智格新城星座,钱塘,33167.0,建筑面积：60000㎡,,,,,住宅,正常
1320,西溪谷国际商务中心,余杭,26250.0,建筑面积：80000㎡,,,,,住宅,正常
1321,西溪壹号,余杭,26250.0,建筑面积：93455㎡,,,,,住宅,正常
1322,浙江财富金融中心,上城,66708.0,建筑面积：210000㎡,,,,,住宅,正常
1323,华宁泰富,上城,43563.0,建筑面积：28615㎡,,,,,住宅,正常
1324,六和云,西湖,36106.0,建筑面积：72854㎡,,,,,住宅,正常
1325,原筑壹号写字楼,上城,47986.0,建筑面积：200000㎡,,,,,住宅,正常
1326,杭州新世纪广场,临平,26318.0,建筑面积：43241㎡,,,,,住宅,正常
1327,望翠蓝庭,西湖,58600.0,4室/5室/建筑面积：175-235㎡,4,175.0,235.0,205.0,住宅,正常
1328,深圳特发澜栖府,拱墅,36000.0,3室/4室/建筑面积：108-168㎡,3,108.0,168.0,138.0,住宅,正常
1329,星创城,余杭,29000.0,3室/4室/建筑面积：102-133㎡,3,102.0,133.0,117.5,住宅,正常
1330,绿城·燕语春风居,钱塘,30500.0,3室/4室/建筑面积：105-138㎡,3,105.0,138.0,121.5,住宅,正常
1331,保利都和轩,拱墅,33000.0,3室/4室/建筑面积：100-148㎡,3,100.0,148.0,124.0,住宅,正常
1332,绿城华润晓月映翠,滨江,51500.0,3室/4室/建筑面积：108-173㎡,3,108.0,173.0,140.5,住宅,正常
1333,合景揽月臻翠府,上城,40800.0,3室/4室/建筑面积：105-139㎡,3,105.0,139.0,122.0,住宅,正常
1334,首创禧瑞江南,临平,26600.0,3室/4室/别墅/建筑面积：93-159㎡,3,93.0,159.0,126.0,别墅,正常
1335,赞成星谷,拱墅,22000.0,商业/建筑面积：41-64㎡,商业,41.0,64.0,52.5,商业,正常
1336,中天云望,萧山,840.0,3室/4室/别墅/建筑面积：100-168㎡,3,100.0,168.0,134.0,别墅,正常
1337,观棠明月府,临平,21000.0,3室/4室/别墅/建筑面积：95-185㎡,3,95.0,185.0,140.0,别墅,正常
1338,碧桂园招商珺悦家园,淳安县,14800.0,3室/4室/建筑面积：89-138㎡,3,89.0,138.0,113.5,住宅,正常
1339,绿城交投汀岸晓庐,余杭,42520.0,4室/5室/建筑面积：175-199㎡,4,175.0,199.0,187.0,住宅,正常
1340,滨江运翠轩,余杭,31200.0,3室/4室/建筑面积：100-139㎡,3,100.0,139.0,119.5,住宅,正常
1341,新世界·城市艺术中心,上城,70307.0,3室/4室/5室/建筑面积：116-224㎡,3,116.0,224.0,170.0,住宅,正常
1342,融创杭望云潮城,钱塘,30000.0,3室/4室/建筑面积：105-142㎡,3,105.0,142.0,123.5,住宅,正常
1343,滨江·揽奥望座,萧山,46000.0,建筑面积：108286㎡,,,,,住宅,正常
1344,君望花苑,富阳,429.0,3室/4室/别墅/建筑面积：98-180㎡,3,98.0,180.0,139.0,别墅,别墅价格异常低
1345,杭州大悦城,拱墅,30000.0,建筑面积：2150㎡,,,,,住宅,正常
1346,港印中心商铺,萧山,35000.0,建筑面积：80651㎡,,,,,住宅,正常
1347,滨江·枫汀云邸,余杭,36100.0,4室/5室/建筑面积：172-253㎡,4,172.0,253.0,212.5,住宅,正常
1348,绿城春知海棠苑,余杭,31200.0,3室/4室/5室/建筑面积：111-162㎡,3,111.0,162.0,136.5,住宅,正常
1349,沐春明月,上城,31500.0,3室/4室/建筑面积：109-145㎡,3,109.0,145.0,127.0,住宅,正常
1350,德信银城观湖之宸,临平,30000.0,3室/4室/建筑面积：89-118㎡,3,89.0,118.0,103.5,住宅,正常
1351,滨江兴耀滨耀学府,滨江,38000.0,3室/4室/建筑面积：97-118㎡,3,97.0,118.0,107.5,住宅,正常
1352,溪谷岚湾,余杭,20800.0,3室/4室/别墅/建筑面积：97-170㎡,3,97.0,170.0,133.5,别墅,正常
1353,上海大华潮悦前城,钱塘,18700.0,3室/4室/建筑面积：89-117㎡,3,89.0,117.0,103.0,住宅,正常
1354,华元北城芳满庭,余杭,473.0,3室/4室/别墅/建筑面积：89-240㎡,3,89.0,240.0,164.5,别墅,别墅价格异常低
1355,和雅轩,萧山,34075.0,3室/4室/5室/建筑面积：96-177㎡,3,96.0,177.0,136.5,住宅,正常
1356,顺发美颂城,萧山,33500.0,3室/4室/建筑面积：98-119㎡,3,98.0,119.0,108.5,住宅,正常
1357,滨耀城住宅已售罄,临平,28000.0,3室/4室/建筑面积：96-149㎡,3,96.0,149.0,122.5,住宅,正常
1358,水悦花园,临安,17500.0,3室/4室/建筑面积：115-165㎡,3,115.0,165.0,140.0,住宅,正常
1359,远洋建华宸章新邸,拱墅,44582.0,3室/建筑面积：113-127㎡,3,113.0,127.0,120.0,住宅,正常
1360,雅棠轩,萧山,30000.0,4室/建筑面积：130-139㎡,4,130.0,139.0,134.5,住宅,正常
1361,万城杭安府,杭州周边,17800.0,2室/3室/4室/建筑面积：73-120㎡,2,73.0,120.0,96.5,住宅,正常
1362,三迪?枫丹雅居,钱塘,14600.0,3室/建筑面积：95-117㎡,3,95.0,117.0,106.0,住宅,正常
1363,东傲城（住宅）,钱塘,18000.0,3室/4室/建筑面积：89-119㎡,3,89.0,119.0,104.0,住宅,正常
1364,中交悦美庐,临平,24800.0,3室/4室/别墅/建筑面积：88-162㎡,3,88.0,162.0,125.0,别墅,正常
1365,三湘印象森林海尚,上城,53343.0,3室/4室/建筑面积：111-139㎡,3,111.0,139.0,125.0,住宅,正常
1366,上塘源著,临平,21000.0,3室/4室/建筑面积：89-147㎡,3,89.0,147.0,118.0,住宅,正常
1367,合生创展名邸,上城,33400.0,3室/4室/建筑面积：89-139㎡,3,89.0,139.0,114.0,住宅,正常
1368,美晟府,临安,17544.0,3室/4室/建筑面积：97-139㎡,3,97.0,139.0,118.0,住宅,正常
1369,坤和融创开元望金沙,钱塘,41800.0,3室/4室/建筑面积：101-139㎡,3,101.0,139.0,120.0,住宅,正常
1370,锦上桃源公寓,拱墅,35000.0,商业/建筑面积：41-41㎡,商业,41.0,41.0,41.0,商业,正常
1371,富景都会,富阳,23975.0,3室/4室/建筑面积：95-135㎡,3,95.0,135.0,115.0,住宅,正常
1372,保亿麓语湖苑,临安,17000.0,3室/4室/建筑面积：85-127㎡,3,85.0,127.0,106.0,住宅,正常
1373,宝龙融信新世邸,临安,20880.0,3室/4室/建筑面积：89-120㎡,3,89.0,120.0,104.5,住宅,正常
1374,时代滨江丹枫四季院,滨江,50105.0,4室/建筑面积：165-185㎡,4,165.0,185.0,175.0,住宅,正常
1375,佳兆业德信云望璞园,富阳,18100.0,3室/4室/建筑面积：95-123㎡,3,95.0,123.0,109.0,住宅,正常
1376,华景川樾滨府,萧山,13000.0,3室/4室/建筑面积：86-113㎡,3,86.0,113.0,99.5,住宅,正常
1377,长麓府,临安,21917.0,2室/3室/建筑面积：77-99㎡,2,77.0,99.0,88.0,住宅,正常
1378,时代公馆,萧山,21500.0,3室/4室/建筑面积：89-300㎡,3,89.0,300.0,194.5,住宅,正常
1379,融信远洋厘望NEO1,拱墅,56000.0,4室/别墅/建筑面积：136-247㎡,4,136.0,247.0,191.5,别墅,正常
1380,仁恒祥生珊瑚世纪雅园,西湖,36773.0,3室/4室/建筑面积：105-145㎡,3,105.0,145.0,125.0,住宅,正常
1381,绿城华景川蘭园,杭州周边,17716.0,3室/4室/建筑面积：89-182㎡,3,89.0,182.0,135.5,住宅,正常
